lang_column,Fancy,Tcl,XML,NewLisp,SourcePawn,ANTLR,OpenEdge ABL,Scilab,Puppet,Mercury,PHP,Nix,PostScript,C#,R,Slash,TeX,Liquid,GLSL,Pure Data,Genshi,Scala,GDB,Gettext Catalog,Roff,Perl,C++,Java,Protocol Buffer,XSLT,Verilog,Parrot,PLSQL,Eagle,SQLPL,PicoLisp,Mako,Self,Fortran,PLpgSQL,Elixir,Cycript,Logos,Clean,Mathematica,SaltStack,ColdFusion,AspectJ,Objective-C,Emacs Lisp,Vala,PureBasic,Rust,UnrealScript,JavaScript,Component Pascal,Haskell,DIGITAL Command Language,Mask,Clarion,Jasmin,IDL,F#,Rebol,Max,ASP,PigLatin,CSS,Gnuplot,OCaml,Rouge,ABAP,Go,Eiffel,GCC Machine Description,SystemVerilog,Awk,RenderScript,Smalltalk,JSONiq,Cuda,FLUX,Pascal,Crystal,Brightscript,ApacheConf,UrWeb,HCL,M,FreeMarker,Makefile,Stata,Arduino,Clojure,Processing,Bison,Hack,Common Lisp,Cucumber,Terra,LSL,Smali,NSIS,Nginx,Vim script,Alloy,Stan,Brainfuck,D,Groff,Nu,Racket,Dart,Lex,Batchfile,XC,Module Management System,Scheme,COBOL,Python,Xtend,E,TypeScript,Smarty,Swift,XS,HLSL,Coq,CMake,GDScript,Julia,Groovy,Shell,AutoHotkey,HTML,Lean,Handlebars,Hy,Harbour,VimL,Visual Basic,Idris,DTrace,QMake,XQuery,PureScript,AppleScript,Game Maker Language,MAXScript,Befunge,KiCad,GAP,Prolog,SuperCollider,Nim,Erlang,Assembly,Myghty,AGS Script,Lua,Inno Setup,Yacc,Cirru,Nemerle,C,OpenSCAD,CLIPS,PowerShell,Ragel in Ruby Host,Objective-C++,nesC,CoffeeScript,ActionScript,POV-Ray SDL,Vue,QML,Thrift,Jupyter Notebook,NetLogo,Bro,Standard ML,Ruby,Haxe,Matlab,Graphviz (DOT),Kotlin,SAS,Elm,M4,LLVM,Io,Perl6,Forth,Ada,MoonScript,VHDL,Agda,EmberScript,LiveScript
TeX,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,5.0,6.0,75.0,0.0,394.0,4.0,5.0,1.0,1.0,11.0,2.0,0.0,0.0,25.0,38.0,16.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,13.0,11.0,4.0,0.0,4.0,0.0,47.0,0.0,10.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,61.0,5.0,6.0,0.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,81.0,5.0,0.0,7.0,1.0,0.0,0.0,6.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,11.0,0.0,1.0,4.0,3.0,18.0,0.0,1.0,8.0,4.0,61.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,4.0,69.0,4.0,60.0,3.0,1.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,14.0,1.0,0.0,10.0,1.0,5.0,4.0,0.0,31.0,4.0,0.0,5.0,0.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,1.0,26.0,5.0,12.0,0.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,6.0
Liquid,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,10.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
GLSL,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,12.0,4.0,1.0,5.0,4.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,12.0,12.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,9.0,1.0,4.0,0.0,5.0,1.0,15.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,5.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,8.0,0.0,0.0,4.0,4.0,13.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,14.0,4.0,10.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,8.0,4.0,0.0,6.0,0.0,4.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,5.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
Pure Data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scala,1.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,12.0,17.0,1.0,11.0,4.0,5.0,1.0,1.0,222.0,1.0,0.0,0.0,20.0,22.0,69.0,12.0,6.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,8.0,5.0,4.0,0.0,7.0,0.0,39.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,41.0,0.0,7.0,1.0,4.0,9.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,28.0,0.0,0.0,10.0,1.0,0.0,0.0,6.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,2.0,6.0,2.0,20.0,0.0,0.0,6.0,4.0,56.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,61.0,4.0,28.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,9.0,7.0,1.0,0.0,7.0,0.0,2.0,4.0,0.0,16.0,4.0,0.0,4.0,1.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,20.0,5.0,7.0,0.0,2.0,0.0,4.0,1.0,0.0,6.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
GDB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gettext Catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perl,0.0,7.0,0.0,0.0,5.0,2.0,1.0,3.0,1.0,1.0,41.0,5.0,2.0,17.0,23.0,0.0,25.0,4.0,5.0,1.0,1.0,20.0,3.0,0.0,1.0,366.0,76.0,53.0,16.0,15.0,6.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,6.0,0.0,3.0,0.0,4.0,1.0,6.0,0.0,40.0,12.0,4.0,0.0,5.0,3.0,79.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,2.0,70.0,3.0,8.0,0.0,4.0,18.0,4.0,0.0,0.0,10.0,1.0,1.0,4.0,2.0,1.0,9.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,71.0,0.0,1.0,8.0,2.0,2.0,0.0,7.0,5.0,2.0,4.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,6.0,28.0,0.0,3.0,4.0,7.0,40.0,0.0,3.0,10.0,4.0,102.0,0.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0,16.0,1.0,5.0,12.0,130.0,4.0,67.0,3.0,1.0,1.0,0.0,10.0,11.0,1.0,2.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,9.0,37.0,1.0,2.0,12.0,1.0,9.0,4.0,0.0,78.0,4.0,1.0,8.0,2.0,5.0,0.0,8.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,50.0,6.0,11.0,0.0,1.0,2.0,4.0,7.0,2.0,5.0,14.0,5.0,5.0,1.0,4.0,0.0,1.0,4.0
C++,0.0,10.0,0.0,1.0,7.0,0.0,2.0,5.0,0.0,0.0,42.0,6.0,7.0,53.0,56.0,0.0,38.0,4.0,12.0,1.0,1.0,22.0,2.0,0.0,2.0,76.0,1184.0,116.0,25.0,10.0,6.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,7.0,0.0,5.0,2.0,6.0,0.0,4.0,0.0,159.0,11.0,4.0,1.0,9.0,3.0,112.0,0.0,18.0,5.0,4.0,3.0,0.0,7.0,3.0,3.0,0.0,5.0,2.0,99.0,8.0,10.0,0.0,4.0,26.0,4.0,1.0,0.0,11.0,1.0,6.0,4.0,27.0,1.0,12.0,0.0,0.0,6.0,0.0,1.0,10.0,4.0,245.0,0.0,4.0,10.0,2.0,3.0,1.0,9.0,4.0,2.0,4.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,10.0,39.0,0.0,2.0,6.0,9.0,80.0,1.0,3.0,12.0,4.0,231.0,0.0,1.0,13.0,3.0,14.0,3.0,1.0,0.0,74.0,1.0,7.0,10.0,262.0,5.0,115.0,3.0,1.0,1.0,1.0,9.0,14.0,1.0,6.0,8.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,17.0,1.0,0.0,11.0,71.0,1.0,1.0,27.0,8.0,15.0,4.0,0.0,408.0,4.0,1.0,22.0,3.0,38.0,1.0,7.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0,1.0,3.0,72.0,8.0,23.0,0.0,1.0,3.0,4.0,21.0,3.0,5.0,8.0,6.0,5.0,0.0,4.0,0.0,1.0,4.0
Java,1.0,6.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,46.0,5.0,1.0,39.0,23.0,2.0,16.0,5.0,12.0,0.0,1.0,69.0,0.0,0.0,1.0,53.0,116.0,1510.0,22.0,26.0,5.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,6.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,63.0,9.0,4.0,0.0,8.0,0.0,177.0,0.0,14.0,1.0,4.0,2.0,1.0,6.0,3.0,2.0,0.0,4.0,4.0,162.0,1.0,9.0,1.0,4.0,20.0,4.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,1.0,7.0,0.0,0.0,7.0,1.0,0.0,2.0,14.0,104.0,1.0,0.0,14.0,3.0,0.0,0.0,8.0,7.0,0.0,4.0,2.0,6.0,1.0,0.0,2.0,0.0,3.0,6.0,19.0,0.0,2.0,6.0,2.0,77.0,0.0,2.0,5.0,4.0,148.0,1.0,0.0,9.0,4.0,11.0,0.0,1.0,0.0,18.0,0.0,9.0,40.0,214.0,4.0,168.0,3.0,1.0,2.0,0.0,3.0,11.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,9.0,1.0,0.0,13.0,27.0,1.0,0.0,20.0,3.0,1.0,4.0,0.0,104.0,4.0,1.0,13.0,1.0,13.0,0.0,10.0,8.0,1.0,0.0,1.0,10.0,9.0,0.0,0.0,2.0,68.0,7.0,7.0,0.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,6.0,5.0,0.0,4.0,0.0,0.0,7.0
Protocol Buffer,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,7.0,7.0,0.0,4.0,4.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,25.0,22.0,82.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,14.0,2.0,4.0,0.0,6.0,0.0,20.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,4.0,13.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,23.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,14.0,0.0,1.0,6.0,4.0,27.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,4.0,6.0,34.0,4.0,22.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,5.0,1.0,3.0,4.0,0.0,15.0,4.0,1.0,4.0,0.0,3.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,4.0,9.0,0.0,2.0,1.0,4.0,1.0,1.0,4.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,4.0
XSLT,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,9.0,0.0,2.0,5.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,15.0,10.0,26.0,0.0,98.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,2.0,0.0,20.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,33.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verilog,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,5.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
Parrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
