Order,PID,'MS SubClass','MS Zoning','Lot Frontage','Lot Area',Street,Alley,'Lot Shape','Land Contour',Utilities,'Lot Config','Land Slope',Neighborhood,'Condition 1','Condition 2','Bldg Type','House Style','Overall Qual','Overall Cond','Year Built','Year Remod/Add','Roof Style','Roof Matl','Exterior 1st','Exterior 2nd','Mas Vnr Type','Mas Vnr Area','Exter Qual','Exter Cond',Foundation,'Bsmt Qual','Bsmt Cond','Bsmt Exposure','BsmtFin Type 1','BsmtFin SF 1','BsmtFin Type 2','BsmtFin SF 2','Bsmt Unf SF','Total Bsmt SF',Heating,'Heating QC','Central Air',Electrical,'1st Flr SF','2nd Flr SF','Low Qual Fin SF','Gr Liv Area','Bsmt Full Bath','Bsmt Half Bath','Full Bath','Half Bath','Bedroom AbvGr','Kitchen AbvGr','Kitchen Qual','TotRms AbvGrd',Functional,Fireplaces,'Fireplace Qu','Garage Type','Garage Yr Blt','Garage Finish','Garage Cars','Garage Area','Garage Qual','Garage Cond','Paved Drive','Wood Deck SF','Open Porch SF','Enclosed Porch','3Ssn Porch','Screen Porch','Pool Area','Pool QC',Fence,'Misc Feature','Misc Val','Mo Sold','Yr Sold','Sale Type','Sale Condition',SalePrice
2513,533223080,160,-2,69.22459,2651,1,-1,1,1,1,-1,1,-10,2,2,-2,0,7,5,2000,2000,2,2,1,1,-1,0,1,0,1,1,0,-1,3,641,-2,0,32,673,1,2,1,2,673,709,0,1382,1,0,2,1,3,1,1,6,3,0,-3,-2,2000,-1,2,490,0,0,0,153,50,0,0,0,0,-3,-2,-3,0,4,2006,5,3,165000
2514,533223110,160,-2,69.22459,4447,1,-1,0,1,1,-1,1,-10,2,2,-1,0,7,5,2003,2003,2,2,-5,-5,-1,0,1,0,1,1,0,-1,-2,0,-2,0,530,530,1,2,1,2,530,550,0,1080,0,0,2,1,2,1,1,4,3,0,-3,2,2003,0,2,496,0,0,0,0,50,0,0,0,0,-3,-2,-3,0,7,2006,5,3,139000
2517,533250130,120,1,30,9549,1,-1,0,1,1,0,1,-13,2,2,-1,3,8,5,1995,1996,0,2,6,6,-1,0,1,1,1,1,1,1,-1,437,3,1057,0,1494,1,2,1,2,1494,0,0,1494,1,0,1,1,2,1,2,6,3,1,1,2,1995,1,2,481,0,0,0,0,30,0,0,216,0,-3,-2,-3,0,4,2006,5,3,270000
2518,533252020,20,1,69.22459,11250,1,-1,0,1,1,2,1,-13,2,2,2,3,6,6,1977,1977,2,2,-1,-1,-1,0,1,0,2,1,0,-1,2,767,-2,0,441,1208,1,0,1,2,1208,0,0,1208,1,0,1,1,3,1,0,6,3,1,0,2,1977,0,2,546,0,0,0,198,42,0,0,0,0,-3,-2,-3,0,6,2006,5,3,165000
2519,533253030,120,1,69.22459,3760,1,-1,0,1,1,0,1,5,2,2,-2,3,8,5,1980,1980,2,2,-6,-6,-1,0,1,0,2,1,0,2,3,1009,-1,182,44,1235,1,1,1,2,1235,0,0,1235,1,0,1,0,1,1,0,4,3,3,0,2,1980,1,2,484,0,0,0,133,78,0,0,0,0,-3,-2,-3,0,5,2006,5,3,214000
2520,533253050,120,1,36,3640,1,-1,0,1,1,0,1,5,2,2,-2,3,8,5,1980,1980,2,2,-6,-6,-1,0,1,0,2,1,0,2,3,860,-2,0,176,1036,1,0,1,2,1036,0,0,1036,1,0,1,0,1,1,1,4,3,1,0,-2,1980,1,2,484,0,0,0,133,108,0,0,0,0,-3,-2,-3,0,9,2006,5,3,188000
2521,533253090,120,1,40,3874,1,-1,0,1,1,2,1,5,2,2,-1,3,8,5,1980,1980,2,2,-6,-6,-1,0,1,0,2,1,0,2,3,807,-2,0,419,1226,1,0,1,2,1226,0,0,1226,1,0,1,0,1,1,1,4,3,1,-1,2,1980,1,2,484,0,0,0,133,78,0,0,0,0,-3,-2,-3,0,7,2006,5,3,190000
2522,533253160,120,1,40,3876,1,-1,0,1,1,2,1,5,2,2,-2,3,8,5,1978,1978,2,2,-6,-1,-1,0,1,0,2,1,0,2,3,652,0,526,48,1226,1,0,1,2,1226,0,0,1226,1,0,1,0,1,1,1,4,3,1,0,2,1978,1,2,484,0,0,0,133,60,0,0,0,0,-3,-2,-3,0,7,2006,5,3,170000
2524,534125210,190,1,79,13110,1,-1,0,1,1,1,1,-5,0,3,1,3,5,6,1972,1972,2,2,-1,-1,1,144,0,0,2,1,0,-1,3,962,-2,0,191,1153,1,2,1,2,1193,0,0,1193,1,0,2,0,2,1,0,6,3,0,-3,2,1972,1,2,501,0,0,0,140,153,0,0,0,0,-3,1,-3,0,7,2006,5,3,146500
2527,534127270,60,1,90,11700,1,-1,1,1,1,1,1,-5,2,2,2,0,6,6,1968,1968,2,2,3,3,1,420,0,0,2,0,0,-1,2,404,-2,0,304,708,1,1,1,2,708,708,0,1416,0,0,2,1,3,1,0,7,3,1,0,2,1968,0,2,776,0,0,0,0,169,0,0,119,0,-3,-2,-3,0,5,2006,5,3,179900
2530,534175100,20,1,78,10140,1,-1,1,1,1,2,1,-5,0,2,2,3,7,6,1967,1967,0,2,3,3,1,264,0,0,2,0,0,-1,1,553,-1,68,713,1334,1,1,1,2,1334,0,0,1334,1,0,2,0,3,1,0,7,3,0,-3,2,1967,0,2,477,0,0,0,0,20,35,0,264,0,-3,-2,-3,0,4,2006,5,3,164500
2531,534176250,20,1,80,9600,1,-1,1,1,1,2,1,-5,2,2,2,3,7,5,1969,1969,0,2,3,3,1,168,0,0,2,0,0,-1,-2,0,-2,0,1164,1164,1,0,1,2,1164,0,0,1164,0,0,1,1,3,1,0,6,3,0,-3,2,1969,-1,2,528,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,1,3,140000
2532,534201130,80,1,75,9750,1,-1,1,1,1,2,1,-1,2,2,2,-4,5,5,1967,1967,2,2,-5,-5,-1,0,0,0,1,0,0,1,2,400,0,480,100,980,1,1,1,2,980,0,0,980,0,0,2,0,3,1,0,6,3,0,-3,2,1967,1,1,384,0,0,0,68,0,0,0,0,0,-3,-2,-3,0,10,2006,5,3,135500
2533,534201230,20,1,80,9600,1,-1,1,1,1,1,1,-1,3,2,2,3,5,5,1968,1968,2,2,1,1,-1,0,0,0,2,0,0,-1,2,758,-2,0,293,1051,1,1,1,2,1051,0,0,1051,1,0,1,0,3,1,0,6,3,0,-3,2,1968,0,2,504,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,142000
2536,534201280,20,1,70,8400,1,-1,1,1,1,2,1,-1,3,2,2,3,5,5,1968,1968,0,2,3,3,1,168,0,0,2,0,0,1,1,1016,-2,0,36,1052,1,1,1,2,1052,0,0,1052,1,0,1,1,3,1,0,5,3,0,-3,2,1968,0,1,288,0,0,0,356,0,0,0,0,0,-3,0,-3,0,11,2006,5,3,138500
2537,534201300,85,1,70,8400,1,-1,1,1,1,2,1,-1,3,2,2,-3,5,6,1968,1968,2,2,3,3,-1,0,0,0,2,1,0,2,3,744,-2,0,89,833,1,1,1,2,898,0,0,898,1,0,1,0,3,1,0,6,3,0,-3,2,1968,0,1,326,0,0,0,143,0,0,0,0,0,-3,-2,-3,0,8,2006,5,3,140000
2538,534202020,20,1,69.22459,9759,1,-1,0,1,1,2,1,-1,2,2,2,3,5,5,1966,1966,2,2,-1,-1,-1,0,0,0,2,0,0,-1,1,799,-2,0,252,1051,1,0,1,2,1051,0,0,1051,1,0,1,0,3,1,0,6,3,0,-3,2,1966,0,1,264,0,0,0,182,88,0,0,0,0,-3,-2,-3,0,3,2006,5,3,124400
2539,534202180,80,1,80,9600,1,-1,1,1,1,2,1,-1,2,2,2,-4,5,7,1967,1967,2,2,1,1,1,140,0,0,1,0,0,1,2,602,0,402,137,1141,1,1,1,2,1141,0,0,1141,1,0,1,0,3,1,0,6,3,0,-3,2,1967,-1,1,568,0,0,0,0,78,0,0,0,0,-3,-2,-3,0,7,2006,5,3,158000
2540,534226060,20,1,71,9230,1,-1,1,1,1,1,1,-1,3,2,2,3,5,8,1965,1998,0,2,1,1,1,166,0,0,2,0,0,0,3,661,-2,0,203,864,1,1,1,2,1200,0,0,1200,1,0,1,1,1,1,1,6,3,0,-3,-2,1977,-1,2,884,0,0,0,0,64,0,0,0,0,-3,1,-3,0,10,2006,5,3,146000
2542,534275010,20,1,69.22459,10659,1,-1,0,1,1,2,1,-1,2,2,2,3,5,6,1961,1961,0,2,-6,-6,-1,0,0,0,2,0,0,-1,0,915,-2,0,135,1050,1,0,1,2,1050,0,0,1050,1,0,1,0,3,1,0,6,3,0,-3,2,1961,-1,1,368,0,0,0,0,319,0,0,0,0,-3,-2,-3,0,1,2006,1,3,136500
2543,534276010,20,1,70,9100,1,-1,1,1,1,1,1,-1,3,2,2,3,5,5,1958,1958,2,2,-5,-5,-1,0,0,0,2,0,0,-1,1,521,-1,174,169,864,1,0,1,2,864,0,0,864,1,0,1,0,3,1,0,5,3,0,-3,-2,1964,-1,2,624,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,129900
2546,534403280,20,1,80,8800,1,-1,1,1,1,2,1,-1,2,2,2,3,6,6,1964,1964,0,2,3,3,1,425,0,0,2,0,0,-1,1,553,-2,0,698,1251,1,0,1,2,1251,0,0,1251,1,0,1,0,3,1,0,6,3,2,1,2,1964,0,1,461,0,0,0,0,116,0,0,0,0,-3,1,-1,700,3,2006,5,3,160000
2547,534403400,20,1,69.22459,10368,1,-1,0,1,1,0,1,-1,2,2,2,3,6,6,1964,1964,0,2,3,3,1,112,0,0,2,0,0,-1,2,260,-1,748,0,1008,1,2,1,2,1488,0,0,1488,1,0,1,1,3,1,0,7,3,1,1,2,1964,1,2,430,0,0,0,154,60,0,0,0,0,-3,-2,-3,0,4,2006,5,3,167000
2548,534403440,60,1,85,9350,1,-1,1,1,1,2,1,-1,2,2,2,0,5,6,1964,1964,2,2,3,3,-1,0,0,0,2,0,0,-1,2,360,-2,0,360,720,1,1,1,2,720,720,0,1440,0,0,1,1,4,1,0,7,3,1,-2,2,1964,1,2,480,0,0,0,0,32,240,0,0,0,-3,-2,-3,0,7,2006,5,3,157500
2549,534427090,190,1,75,10382,1,-1,1,1,1,2,1,-1,2,2,1,-4,6,5,1958,1958,0,2,3,3,1,105,0,-1,2,0,0,2,2,513,-2,0,75,588,1,0,1,2,1095,0,0,1095,1,0,1,0,2,1,0,6,3,0,-3,2,1958,0,1,264,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,3,2006,-3,3,140000
2551,534429130,20,1,80,10800,1,-1,1,1,1,2,1,-1,2,2,2,3,5,7,1960,1960,0,2,-6,-6,1,88,0,0,2,0,0,-1,2,632,-2,0,616,1248,1,2,1,2,1248,0,0,1248,1,0,1,0,3,1,0,6,3,0,-3,2,1960,-1,1,286,0,0,0,0,0,0,0,0,0,-3,1,-3,0,5,2006,5,3,151500
2552,534430050,30,1,60,8550,1,-1,1,1,1,2,1,-1,2,2,2,3,6,8,1934,1950,2,2,1,1,-1,0,0,0,2,0,0,-1,1,574,-2,0,242,816,1,2,1,2,816,0,0,816,1,0,1,0,2,1,0,4,3,1,-1,2,1949,-1,1,240,0,0,0,228,0,40,0,0,0,-3,1,-3,0,7,2006,5,3,129800
2553,534430110,20,1,69.22459,11425,1,-1,0,1,1,1,1,-1,2,2,2,3,5,6,1954,1954,2,2,6,6,-1,0,0,0,2,0,0,-1,1,486,-2,0,522,1008,1,1,1,2,1008,0,0,1008,0,0,1,0,2,1,0,4,3,1,1,2,1954,0,1,275,0,0,0,0,0,120,0,0,0,-3,-2,-3,0,7,2006,5,3,137000
2554,534431030,20,1,68,9724,1,-1,1,1,1,2,1,-1,2,2,2,3,5,7,1947,1950,0,2,6,6,-1,0,0,0,2,0,0,-1,-2,0,-2,0,938,938,1,2,1,2,1043,0,0,1043,0,0,1,0,2,1,0,5,3,1,1,-2,1947,-1,1,273,0,0,0,125,48,0,0,0,0,-3,0,-3,0,5,2006,5,3,137000
2556,534451120,30,1,51,5900,1,-1,0,0,1,2,1,11,2,2,2,3,4,7,1923,1958,2,2,-6,-6,-1,0,0,0,1,1,0,-1,-2,0,-2,0,440,440,1,0,1,1,869,0,0,869,0,0,1,0,2,1,-1,4,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,0,0,0,0,0,0,0,-3,-2,-3,0,8,2006,5,3,85500
2557,534451130,30,1,52,5825,1,-1,0,1,1,2,1,11,2,2,2,3,4,5,1926,1953,2,2,1,1,1,108,0,1,1,-1,0,0,-2,0,-2,0,600,600,1,1,1,2,747,0,0,747,0,0,1,0,1,1,0,5,3,0,-3,-2,1953,-1,2,528,0,0,0,0,0,32,0,0,0,-3,-2,-3,0,6,2006,5,3,79900
2558,534453150,50,1,92,7438,1,-1,0,1,1,2,1,11,0,3,2,2,5,8,1908,1991,2,2,9,-1,-1,0,0,0,1,-1,0,-1,-2,0,-2,0,504,504,1,1,1,2,936,316,0,1252,0,0,1,0,3,1,0,5,3,0,-3,2,1986,-1,2,576,0,0,0,104,0,0,0,0,0,-3,1,-3,0,6,2006,5,3,127000
2559,534455080,20,1,80,9600,1,-1,1,1,1,2,1,-1,2,2,2,3,5,6,1961,1990,2,2,-7,-6,-1,0,0,0,2,0,0,0,1,915,-2,0,336,1251,1,0,1,2,1433,0,0,1433,1,0,1,0,3,1,0,7,2,1,1,2,1961,-1,2,441,0,0,0,144,0,205,0,0,0,-3,-2,-3,0,6,2006,5,3,161000
2561,534476100,20,1,80,9600,1,-1,1,1,1,2,1,-1,2,2,2,3,5,5,1951,1951,2,2,3,3,-2,144,0,0,2,0,0,-1,2,996,-2,0,60,1056,1,2,1,1,1216,0,0,1216,1,0,1,0,3,1,0,7,3,0,-3,2,1951,0,1,280,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,135000
2565,534479300,20,1,82,9888,1,-1,1,1,1,2,1,-1,2,2,2,3,5,6,1954,1975,2,2,1,1,-1,0,0,1,2,0,0,-1,1,486,-2,0,450,936,1,0,1,1,936,0,0,936,0,0,1,0,2,1,0,5,3,0,-3,2,1954,-1,1,240,0,0,0,0,0,160,0,0,0,-3,1,-3,0,3,2006,5,3,121000
2567,535103070,80,1,69.22459,12700,1,-1,0,1,1,2,1,-1,2,2,2,-4,6,5,1964,1964,2,2,3,3,-1,0,0,0,2,0,0,-1,2,939,-2,0,307,1246,1,0,1,2,1246,0,0,1246,1,0,1,0,3,1,0,6,3,2,1,2,1964,0,2,441,0,0,0,0,69,0,0,0,0,-3,-2,-3,0,11,2006,5,3,172000
2572,535151080,20,1,109,9723,1,-1,0,1,1,1,1,-1,2,2,2,3,6,7,1963,1963,0,2,1,1,1,332,0,0,2,0,0,-1,-2,0,-2,0,1008,1008,1,0,1,2,1008,0,0,1008,0,0,1,0,2,1,0,5,3,0,-3,2,1963,0,2,430,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,10,2006,5,3,135000
2573,535151130,90,1,70,7728,1,-1,1,1,1,2,1,-1,2,2,0,-4,5,6,1962,1962,0,2,-6,-6,1,120,0,0,2,0,0,1,2,803,-2,0,303,1106,1,0,1,2,1190,0,0,1190,1,0,1,0,3,1,0,6,3,0,-3,2,1962,-1,2,540,0,0,0,0,18,0,0,0,0,-3,0,-3,0,5,2006,5,3,132500
2574,535152070,80,1,70,8163,1,-1,1,1,1,2,1,-1,2,2,2,-4,5,6,1959,1959,2,2,3,3,1,128,0,1,2,0,0,1,2,748,1,294,102,1144,1,0,1,2,1144,0,0,1144,1,0,1,0,3,1,0,6,3,1,0,2,1959,0,1,796,0,0,0,86,0,0,0,0,0,-3,-2,-3,0,3,2006,5,3,143000
2575,535152280,20,1,70,8400,1,-1,1,1,1,1,1,-1,3,2,2,3,5,5,1957,1957,2,2,6,6,-1,0,0,0,2,-1,0,0,1,623,-2,0,556,1179,1,1,1,2,1364,0,0,1364,0,0,1,1,3,1,0,6,3,1,1,2,1957,0,1,331,0,0,0,0,60,0,0,0,0,-3,2,-3,0,3,2006,5,3,132000
2576,535176050,20,1,80,11600,1,-1,1,1,1,2,1,-1,2,2,2,3,6,5,1960,1960,0,2,-6,-6,1,175,0,0,2,0,0,-1,0,565,-2,0,818,1383,1,0,1,2,1383,0,0,1383,0,0,1,1,3,1,0,7,3,0,-3,2,1960,0,1,292,0,0,0,0,45,0,0,0,0,-3,-2,-3,0,4,2006,5,3,145250
2577,535177100,20,1,69.22459,9610,1,-1,0,1,1,1,1,-1,3,2,2,3,6,6,1958,1958,0,2,-6,-6,1,632,0,0,2,0,0,-1,0,203,-2,0,918,1121,1,2,1,1,1336,0,0,1336,0,0,1,1,3,1,0,7,3,1,0,2,1958,0,2,488,0,0,0,80,0,0,0,0,0,-3,-2,-3,0,12,2006,5,3,162000
2578,535178100,80,1,125,10000,1,-1,1,1,1,1,1,-1,2,2,2,-4,5,6,1956,1956,0,2,-6,-6,1,272,0,0,2,0,0,1,1,678,0,281,99,1058,1,2,1,2,1370,0,0,1370,1,0,1,0,3,1,0,6,3,1,0,1,1956,0,1,300,0,0,0,191,0,0,0,120,0,-3,1,-3,0,2,2006,5,3,148000
2579,535179050,20,1,69,14850,1,-1,0,1,1,2,1,-1,2,2,2,3,5,5,1957,1957,2,2,-6,-6,-1,0,0,0,2,0,0,-1,0,895,-2,0,197,1092,1,0,1,1,1092,0,0,1092,1,0,1,0,2,1,0,6,3,1,0,2,1957,1,1,299,0,0,0,268,0,0,0,122,0,-3,-1,-3,0,5,2006,5,3,141000
2580,535180020,20,1,72,10152,1,-1,1,1,1,2,1,-1,2,2,2,3,6,6,1956,1994,2,2,-6,-6,-1,0,0,0,2,0,0,1,1,914,-2,0,210,1124,1,2,1,2,1124,0,0,1124,1,0,1,0,3,1,0,6,3,1,0,2,1956,1,1,353,0,0,0,0,211,180,0,142,0,-3,-2,-3,0,5,2006,5,3,153000
2581,535180070,20,1,72,10011,1,-1,0,1,1,2,1,-1,2,2,2,3,5,6,1957,1996,2,2,3,3,1,64,0,0,2,0,0,-1,1,360,-2,0,710,1070,1,0,1,2,1236,0,0,1236,0,1,1,0,2,1,1,6,2,1,-1,2,1957,-1,1,447,0,0,0,0,0,0,0,0,0,-3,1,-3,0,5,2006,5,3,134450
2582,535301010,90,1,69.22459,7032,1,-1,0,1,1,1,1,-1,2,2,0,-3,5,5,1979,1979,2,2,1,1,-1,0,0,0,2,1,0,2,3,943,-2,0,0,943,1,0,1,2,943,0,0,943,1,0,1,0,2,1,0,4,3,2,0,-2,1979,-1,2,600,0,0,0,42,0,0,0,0,0,-3,-2,-3,0,12,2006,5,3,135960
2584,535303050,20,1,75,11310,1,-1,1,1,1,2,1,-1,2,2,2,3,6,5,1954,1954,0,2,-6,6,-1,0,0,0,2,0,0,-1,-2,0,-2,0,1367,1367,1,2,1,2,1375,0,0,1375,0,0,1,0,2,1,0,5,3,1,0,2,1954,-1,2,451,0,0,0,0,30,0,0,0,0,-3,-2,-3,0,6,2006,5,3,140000
2585,535304020,20,1,66,12778,1,-1,1,1,1,2,1,-1,2,2,2,3,5,6,1952,2003,2,2,1,1,-1,0,0,0,2,0,0,-1,3,658,-2,0,350,1008,1,2,1,1,1008,0,0,1008,1,0,1,0,2,1,0,4,3,0,-3,2,1952,0,1,280,0,0,0,0,154,0,0,0,0,-3,1,-3,0,1,2006,5,3,139500
2587,535325130,80,1,55,7700,1,-1,1,1,1,2,1,-1,2,2,2,-4,5,7,1956,1956,2,2,-5,-5,-1,0,0,0,2,1,0,-1,1,271,-2,0,30,301,1,2,1,1,1145,0,0,1145,0,0,1,0,3,1,0,6,1,0,-3,-2,1993,-1,2,684,0,0,0,0,0,0,0,0,0,-3,0,-3,0,9,2006,5,3,127000
2588,535325340,20,1,65,11050,1,-1,1,1,1,2,1,-1,2,2,2,3,5,5,1956,1956,0,2,-6,-6,-1,0,0,0,2,0,0,-1,-1,488,-2,0,517,1005,1,2,1,2,1005,0,0,1005,0,0,1,0,2,1,0,6,3,1,0,2,1956,-1,1,319,0,0,0,0,0,0,0,288,0,-3,-2,-3,0,7,2006,5,3,133500
2589,535325350,20,1,80,13600,1,-1,1,0,1,2,1,-1,2,2,2,3,5,6,1955,1955,2,2,3,3,-1,0,0,0,2,0,0,-1,0,144,1,912,0,1056,1,1,1,2,1056,0,0,1056,1,0,1,1,3,1,0,6,3,0,-3,2,1955,1,1,300,0,0,0,0,0,0,0,0,0,-3,1,-1,650,11,2006,5,3,125000
2590,535325450,20,1,85,15428,1,-1,1,1,1,2,1,-1,2,2,2,3,5,6,1951,1991,0,2,1,1,-1,0,0,0,2,0,0,-1,0,741,-2,0,143,884,1,2,1,2,884,0,0,884,1,0,1,0,2,1,0,4,3,0,-3,2,1951,1,1,270,0,0,0,0,0,0,0,195,0,-3,-2,-3,0,6,2006,5,3,142000
2592,535327210,20,1,70,13300,1,-1,1,1,1,2,1,-1,2,2,2,3,5,5,1956,2001,0,2,-6,-5,-1,0,0,0,2,0,0,-1,0,494,-2,0,521,1015,1,1,1,2,1384,0,0,1384,1,0,1,0,2,1,0,6,2,0,-3,2,2001,-1,2,896,0,0,0,75,0,0,323,0,0,-3,-2,-1,400,6,2006,5,3,159000
2594,535354130,50,1,50,7500,1,-1,1,1,1,2,1,-1,2,2,2,2,6,6,1947,1950,2,2,-5,-5,-1,0,0,0,2,0,0,-1,-2,0,-2,0,784,784,1,2,1,1,900,412,0,1312,0,0,1,1,3,1,0,6,3,0,-3,-2,1953,-1,2,649,0,0,0,0,28,0,0,0,0,-3,-2,-3,0,10,2006,5,3,127000
2595,535355100,50,1,50,7000,1,-1,1,1,1,1,1,-6,4,2,2,2,6,6,1924,1950,2,2,1,1,-1,0,0,1,3,-1,0,-1,-1,617,-2,0,0,617,1,1,1,2,865,445,0,1310,0,0,2,0,2,1,0,6,2,0,-3,2,1924,-1,1,398,0,0,0,0,0,126,0,0,0,-3,-2,-3,0,5,2006,1,3,112000
2596,535375040,30,1,60,10410,1,0,1,1,1,2,1,-6,2,2,2,3,3,8,1930,2001,2,2,-5,-5,-1,0,0,1,1,0,0,-1,-2,0,-2,0,713,713,1,2,1,2,713,0,0,713,0,0,1,0,2,1,1,5,3,0,-3,-2,1936,-1,1,371,-1,-1,-1,0,75,161,0,0,0,-3,-2,-3,0,10,2006,5,3,99800
2597,535376090,20,1,90,5400,1,-1,1,1,1,2,1,-6,2,2,2,3,5,7,1954,2000,2,2,1,1,-1,0,0,1,2,0,0,-1,0,415,-2,0,418,833,1,2,1,2,833,0,0,833,0,0,1,0,2,1,1,4,3,0,-3,-2,1955,-1,1,326,0,0,0,0,0,0,0,0,0,-3,1,-3,0,8,2006,5,3,117000
2599,535377070,30,1,60,10914,1,0,1,1,1,2,1,-1,4,2,2,3,3,3,1929,1950,0,2,-6,-6,-1,0,0,-1,2,0,0,0,-2,0,-2,0,715,715,1,-1,-1,-1,715,0,0,715,0,0,1,0,2,1,0,4,3,0,-3,-2,1967,-1,2,660,-1,0,-1,0,0,75,0,112,0,-3,-2,-3,0,8,2006,5,3,68000
2600,535377100,50,1,60,7008,1,-1,1,1,1,1,1,-6,2,2,2,2,4,8,1900,1998,2,2,1,1,-1,0,0,1,3,-1,-1,-1,-2,0,-2,0,448,448,1,2,1,2,448,272,0,720,0,0,1,0,1,1,-1,5,3,0,-3,2,1900,-1,1,280,-1,0,0,0,0,70,0,0,0,-3,-2,-3,0,3,2006,5,3,86900
2601,535379100,30,1,60,10800,1,0,1,1,1,2,1,-6,2,2,2,3,5,6,1920,1950,0,2,-4,-4,-1,0,0,0,3,0,0,-1,0,821,-2,0,299,1120,1,2,1,2,1130,0,0,1130,1,0,1,0,2,1,0,5,3,1,1,-2,1970,-1,2,720,0,0,0,229,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,120000
2606,535382130,50,1,60,10800,1,0,1,1,1,2,1,-6,2,2,2,2,5,8,1936,1989,2,2,-6,-6,-1,0,0,0,2,-1,0,-1,2,626,-2,0,170,796,1,1,1,2,1096,370,0,1466,0,1,2,0,3,1,1,7,2,1,0,2,1950,-1,2,566,0,0,0,436,21,0,0,0,0,-3,-2,-1,500,4,2006,5,3,170000
2608,535402070,80,1,85,13400,1,-1,1,1,1,2,1,-1,2,2,2,-4,5,5,1966,1966,2,2,-5,-5,1,1047,0,0,2,0,0,1,2,516,1,128,380,1024,1,0,1,2,1086,0,0,1086,1,0,1,0,3,1,0,6,3,1,1,2,1966,0,2,484,0,0,0,0,0,0,0,0,0,-3,0,-3,0,6,2006,5,3,159950
2609,535402100,80,1,83,10184,1,-1,1,1,1,2,1,-1,2,2,2,-4,6,5,1963,1963,2,2,3,3,1,379,0,0,2,0,0,1,2,580,-2,0,503,1083,1,0,1,2,1146,0,0,1146,0,1,1,0,3,1,0,6,3,1,1,2,1963,-1,1,294,0,0,0,345,75,0,0,0,0,-3,-2,-3,0,6,2006,5,3,165000
2611,535402230,20,1,77,9510,1,-1,1,1,1,2,1,-1,2,2,2,3,6,5,1962,1985,2,2,3,3,2,161,0,0,2,0,0,-1,2,701,-2,0,434,1135,1,2,1,2,1207,0,0,1207,0,0,1,1,3,1,0,6,3,0,-3,2,1962,0,1,264,0,0,0,0,240,0,0,0,0,-3,-2,-3,0,5,2006,5,3,147000
2613,535403150,20,1,79,8910,1,-1,1,1,1,1,1,-1,2,2,2,3,6,6,1959,1959,0,2,6,6,-1,0,0,0,2,0,0,0,2,655,-2,0,0,655,1,2,1,2,1194,0,0,1194,0,1,1,0,3,1,0,6,3,1,-1,0,1954,1,2,539,0,0,0,0,0,192,0,0,0,-3,-2,-3,0,7,2006,5,3,159500
2615,535404080,20,1,73,7100,1,-1,0,1,1,1,1,-1,2,2,2,3,5,7,1957,1957,2,2,-7,-6,-1,0,0,0,2,0,0,-1,3,708,-2,0,108,816,1,0,1,1,816,0,0,816,1,0,1,0,2,1,0,5,3,0,-3,-2,1957,-1,1,308,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,129900
2617,535425050,20,1,86,11650,1,-1,1,1,1,1,1,-1,-2,2,2,3,7,5,1959,1959,0,2,-1,-1,2,58,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,1,1,1,1472,0,0,1472,0,0,2,0,2,1,1,5,3,1,1,2,1959,-1,2,484,0,0,0,0,68,0,0,227,0,-3,-2,-3,0,6,2006,5,3,157500
2622,535451190,20,1,60,7200,1,-1,1,1,1,2,1,-1,2,2,2,3,5,7,1950,1950,0,2,-6,-6,-1,0,0,0,2,-3,-3,-2,-3,0,-3,0,0,0,1,0,1,0,1040,0,0,1040,0,0,1,0,2,1,0,5,3,0,-3,-2,1950,-1,2,625,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,109500
2623,535451210,20,1,60,7200,1,-1,1,1,1,2,1,-1,2,2,2,3,4,5,1950,1950,2,2,6,-6,-1,0,0,0,0,-3,-3,-2,-3,0,-3,0,0,0,1,0,1,1,1040,0,0,1040,0,0,1,0,2,1,0,4,3,0,-3,-2,1950,-1,2,420,0,0,0,0,29,0,0,0,0,-3,-2,-3,0,7,2006,5,3,109900
2624,535453160,20,1,70,7560,1,-1,1,1,1,2,1,-1,2,2,2,3,5,5,1959,1959,2,2,6,-6,-1,0,0,0,2,0,0,-1,-1,369,-2,0,671,1040,1,0,1,1,1040,0,0,1040,0,0,1,0,3,1,0,6,3,0,-3,2,1959,0,1,286,0,0,0,140,0,252,0,0,0,-3,0,-3,0,7,2006,5,3,133700
